Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Upsell_Probability,Upsell_Prediction,Confidence_Level,Recommended_Product,Expected_Monthly_Revenue,Priority,Customer_Segment
346-8112,113,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1,False,0.35636287195966626,1,Low,Standard Upgrade Package,18.53,LOW,Regular Prospects (Standard Campaign)
364-9040,68,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True,0.7546322080610672,1,High,Emergency Retention Package,64.98,HIGH,At-Risk VIPs (Save Immediately)
366-3944,135,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,False,0.3589476531843376,1,Low,Standard Upgrade Package,23.88,LOW,Regular Prospects (Standard Campaign)
331-9861,100,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,False,0.35634666114089725,1,Low,Standard Upgrade Package,18.63,LOW,Regular Prospects (Standard Campaign)
330-2881,96,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,False,0.36009270520613057,1,Low,Standard Upgrade Package,27.21,LOW,Regular Prospects (Standard Campaign)
402-9558,108,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,False,0.3594149650433035,1,Low,Standard Upgrade Package,25.44,LOW,Regular Prospects (Standard Campaign)
341-3180,84,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
371-8598,134,0,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,12.6,3,3.4,1,False,0.3604082992802099,1,Low,Standard Upgrade Package,26.94,LOW,Regular Prospects (Standard Campaign)
398-8385,72,0,253.0,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,False,0.35983142504410087,1,Low,Standard Upgrade Package,26.99,LOW,Regular Prospects (Standard Campaign)
333-4154,83,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
330-3589,137,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
417-1477,56,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,False,0.355401947063331,1,Low,Standard Upgrade Package,17.31,LOW,Regular Prospects (Standard Campaign)
327-5525,61,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,False,0.3565186403029497,1,Low,Standard Upgrade Package,19.72,LOW,Regular Prospects (Standard Campaign)
363-8244,171,17,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1,False,0.3588525469477488,1,Low,Standard Upgrade Package,22.86,LOW,Regular Prospects (Standard Campaign)
419-9104,123,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,False,0.3584879991103595,1,Low,Standard Upgrade Package,23.05,LOW,Regular Prospects (Standard Campaign)
363-1560,58,0,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,False,0.35726056259533195,1,Low,Standard Upgrade Package,21.59,LOW,Regular Prospects (Standard Campaign)
341-4075,156,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1,False,0.3551342508199707,1,Low,Standard Upgrade Package,14.99,LOW,Regular Prospects (Standard Campaign)
366-9074,166,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
367-1424,75,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,False,0.35595285292931583,1,Low,Standard Upgrade Package,18.2,LOW,Regular Prospects (Standard Campaign)
341-1191,75,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,True,0.7575417143025269,1,High,Emergency Retention Package,95.26,HIGH,At-Risk VIPs (Save Immediately)
342-9480,83,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,False,0.359149820807475,1,Low,Standard Upgrade Package,25.22,LOW,Regular Prospects (Standard Campaign)
355-9360,243,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,False,0.35632507416687315,1,Low,Standard Upgrade Package,15.78,LOW,Regular Prospects (Standard Campaign)
343-1538,153,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,False,0.35863349689811297,1,Low,Standard Upgrade Package,22.75,LOW,Regular Prospects (Standard Campaign)
335-2331,150,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,False,0.35758212143079837,1,Low,Standard Upgrade Package,20.35,LOW,Regular Prospects (Standard Campaign)
335-7257,92,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,False,0.35584335087576324,1,Low,Standard Upgrade Package,17.8,LOW,Regular Prospects (Standard Campaign)
332-2137,80,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,False,0.35310618509346814,1,Low,Standard Upgrade Package,11.99,LOW,Regular Prospects (Standard Campaign)
352-2998,134,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,False,0.357571705036855,1,Low,Standard Upgrade Package,20.69,LOW,Regular Prospects (Standard Campaign)
346-6941,77,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,False,0.35523528447919195,1,Low,Standard Upgrade Package,16.66,LOW,Regular Prospects (Standard Campaign)
400-2203,147,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,False,0.3574963223835204,1,Low,Standard Upgrade Package,20.5,LOW,Regular Prospects (Standard Campaign)
421-2955,74,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,False,0.3572845687603796,1,Low,Standard Upgrade Package,21.18,LOW,Regular Prospects (Standard Campaign)
331-6629,138,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,False,0.3577634283553881,1,Low,Standard Upgrade Package,21.07,LOW,Regular Prospects (Standard Campaign)
343-6314,143,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
414-6638,64,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,False,0.35772189230468354,1,Low,Standard Upgrade Package,22.22,LOW,Regular Prospects (Standard Campaign)
350-5883,120,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,False,0.35810034665917256,1,Low,Standard Upgrade Package,22.29,LOW,Regular Prospects (Standard Campaign)
409-4447,121,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,True,0.7542627822814476,1,High,Emergency Retention Package,58.26,HIGH,At-Risk VIPs (Save Immediately)
376-4856,88,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,False,0.3588244781080129,1,Low,Standard Upgrade Package,24.31,LOW,Regular Prospects (Standard Campaign)
335-1874,87,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,True,0.7576529992798305,1,High,Emergency Retention Package,96.29,HIGH,At-Risk VIPs (Save Immediately)
397-6255,100,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
381-5047,104,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,False,0.6030752391680813,1,High,Premium Support + Service Upgrade,25.88,HIGH,Problem Solvers (Fix Issues First)
403-6850,27,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,False,0.35296594398830705,1,Low,Standard Upgrade Package,12.67,LOW,Regular Prospects (Standard Campaign)
375-3658,81,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
341-2603,64,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,False,0.3556065050924482,1,Low,Standard Upgrade Package,17.51,LOW,Regular Prospects (Standard Campaign)
342-5062,107,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,False,0.3601680636573627,1,Low,Standard Upgrade Package,26.95,LOW,Regular Prospects (Standard Campaign)
354-1558,88,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,False,0.35914916198781077,1,Low,Standard Upgrade Package,25.17,LOW,Regular Prospects (Standard Campaign)
351-9537,111,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,False,0.6055537616864127,1,High,Premium Support + Service Upgrade,38.53,HIGH,Problem Solvers (Fix Issues First)
401-1252,77,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,False,0.6067117367967243,1,High,Premium Support + Service Upgrade,46.8,HIGH,Problem Solvers (Fix Issues First)
366-9538,67,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,False,0.3553763777967901,1,Low,Standard Upgrade Package,17.17,LOW,Regular Prospects (Standard Campaign)
364-7622,102,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,False,0.3578532540813967,1,Low,Standard Upgrade Package,22.12,LOW,Regular Prospects (Standard Campaign)
393-9918,146,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,False,0.3577148428603591,1,Low,Standard Upgrade Package,20.83,LOW,Regular Prospects (Standard Campaign)
376-4484,144,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,False,0.3607979125419979,1,Low,Standard Upgrade Package,27.95,LOW,Regular Prospects (Standard Campaign)
410-6791,96,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,True,0.7555393832864281,1,High,Emergency Retention Package,72.4,HIGH,At-Risk VIPs (Save Immediately)
343-2392,70,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,False,0.3562576691534326,1,Low,Standard Upgrade Package,18.81,LOW,Regular Prospects (Standard Campaign)
408-4323,149,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
395-1718,129,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,False,0.35857522897894545,1,Low,Standard Upgrade Package,23.17,LOW,Regular Prospects (Standard Campaign)
354-9492,166,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
367-8168,136,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,True,0.75508582072462,1,High,Emergency Retention Package,66.68,HIGH,At-Risk VIPs (Save Immediately)
340-3500,149,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,False,0.6086832091027752,1,High,Premium Support + Service Upgrade,54.29,HIGH,Problem Solvers (Fix Issues First)
369-4962,70,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,False,0.6058644406626585,1,High,Premium Support + Service Upgrade,41.71,HIGH,Problem Solvers (Fix Issues First)
334-8967,120,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,False,0.35980669685416156,1,Low,Standard Upgrade Package,25.93,LOW,Regular Prospects (Standard Campaign)
402-2377,66,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,False,0.358935039922175,1,Low,Standard Upgrade Package,25.13,LOW,Regular Prospects (Standard Campaign)
366-3917,104,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,False,0.3568454357719645,1,Low,Standard Upgrade Package,19.7,LOW,Regular Prospects (Standard Campaign)
333-3531,160,0,176.2,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,2.48,1,False,0.35848825895358416,1,Low,Standard Upgrade Package,22.17,LOW,Regular Prospects (Standard Campaign)
333-8954,129,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,False,0.3580256683362967,1,Low,Standard Upgrade Package,21.91,LOW,Regular Prospects (Standard Campaign)
374-9203,93,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,True,0.7573276892719522,1,High,Emergency Retention Package,91.82,HIGH,At-Risk VIPs (Save Immediately)
334-3289,169,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,False,0.3580727178320389,1,Low,Standard Upgrade Package,21.16,LOW,Regular Prospects (Standard Campaign)
353-7822,58,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,False,0.3566587166012393,1,Low,Standard Upgrade Package,20.03,LOW,Regular Prospects (Standard Campaign)
350-1422,75,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,False,0.6062870134513964,1,High,Premium Support + Service Upgrade,43.74,HIGH,Problem Solvers (Fix Issues First)
385-8406,45,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,False,0.35750427491025105,1,Low,Standard Upgrade Package,22.23,LOW,Regular Prospects (Standard Campaign)
380-7277,155,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,False,0.6053221135575181,1,High,Premium Support + Service Upgrade,36.52,HIGH,Problem Solvers (Fix Issues First)
352-1798,52,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,False,0.606046635443398,1,High,Premium Support + Service Upgrade,44.06,HIGH,Problem Solvers (Fix Issues First)
385-7922,119,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
353-7730,86,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,False,0.35575794127484783,1,Low,Standard Upgrade Package,17.54,LOW,Regular Prospects (Standard Campaign)
337-7163,42,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,False,0.7,1,Low,Starter Premium Features,34.84,MEDIUM,New Prospects (Gentle Approach)
348-5567,127,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,False,0.35834306989506143,1,Low,Standard Upgrade Package,22.46,LOW,Regular Prospects (Standard Campaign)
420-9575,123,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
366-3358,98,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,True,0.757218668933315,1,High,Emergency Retention Package,90.34,HIGH,At-Risk VIPs (Save Immediately)
359-9972,149,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,False,0.35882492232881863,1,Low,Standard Upgrade Package,23.23,LOW,Regular Prospects (Standard Campaign)
387-3332,160,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,False,0.35919089650371444,1,Low,Standard Upgrade Package,23.62,LOW,Regular Prospects (Standard Campaign)
354-6960,103,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,False,0.6062445422650964,1,High,Premium Support + Service Upgrade,43.09,HIGH,Problem Solvers (Fix Issues First)
405-3335,132,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,False,0.35739307976779255,1,Low,Standard Upgrade Package,20.37,LOW,Regular Prospects (Standard Campaign)
379-4257,137,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,False,0.35769460570475303,1,Low,Standard Upgrade Package,20.86,LOW,Regular Prospects (Standard Campaign)
355-4992,129,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,False,0.35948788261463505,1,Low,Standard Upgrade Package,25.36,LOW,Regular Prospects (Standard Campaign)
383-6373,62,0,281.0,66,47.77,160.6,108,13.65,77.9,74,3.51,0.0,0,0.0,1,False,0.358107997075495,1,Low,Standard Upgrade Package,23.57,LOW,Regular Prospects (Standard Campaign)
382-7993,122,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,False,0.6087654482401403,1,High,Premium Support + Service Upgrade,56.2,HIGH,Problem Solvers (Fix Issues First)
422-5865,32,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,False,0.3566316627907786,1,Low,Standard Upgrade Package,20.47,LOW,Regular Prospects (Standard Campaign)
410-9961,86,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,False,0.6054925135816328,1,High,Premium Support + Service Upgrade,39.05,HIGH,Problem Solvers (Fix Issues First)
343-9946,130,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,False,0.3578996382641825,1,Low,Standard Upgrade Package,21.56,LOW,Regular Prospects (Standard Campaign)
357-7060,42,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,False,0.3556154821428433,1,Low,Standard Upgrade Package,18.24,LOW,Regular Prospects (Standard Campaign)
355-9541,73,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,False,0.35851346758272046,1,Low,Standard Upgrade Package,24.18,LOW,Regular Prospects (Standard Campaign)
378-4145,66,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,False,0.3598233145728255,1,Low,Standard Upgrade Package,27.08,LOW,Regular Prospects (Standard Campaign)
386-2317,103,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
335-8146,128,0,158.8,75,27.0,264.8,91,22.51,270.0,77,12.15,7.6,7,2.05,1,False,0.3587251097975519,1,Low,Standard Upgrade Package,23.19,LOW,Regular Prospects (Standard Campaign)
377-2235,104,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,False,0.35839491010955854,1,Low,Standard Upgrade Package,23.0,LOW,Regular Prospects (Standard Campaign)
386-9141,103,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
416-5623,124,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
327-3053,87,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,False,0.3548534987044807,1,Low,Standard Upgrade Package,15.5,LOW,Regular Prospects (Standard Campaign)
395-6195,109,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,True,0.7551569253602254,1,High,Emergency Retention Package,68.12,HIGH,At-Risk VIPs (Save Immediately)
397-8772,167,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,False,0.35781203173221904,1,Low,Standard Upgrade Package,20.89,LOW,Regular Prospects (Standard Campaign)
346-7656,97,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,True,0.7536824449166598,1,High,Emergency Retention Package,53.52,HIGH,At-Risk VIPs (Save Immediately)
343-2350,106,0,165.3,118,28.1,210.0,101,17.85,187.2,93,8.42,8.5,3,2.3,2,False,0.3572461894866156,1,Low,Standard Upgrade Package,20.49,LOW,Regular Prospects (Standard Campaign)
372-4722,125,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,False,0.355932269306082,1,Low,Standard Upgrade Package,17.23,LOW,Regular Prospects (Standard Campaign)
399-8615,108,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
379-8248,125,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8.0,2,2.16,1,False,0.3573207050468082,1,Low,Standard Upgrade Package,20.14,LOW,Regular Prospects (Standard Campaign)
414-6219,89,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,False,0.3592733611637476,1,Low,Standard Upgrade Package,25.3,LOW,Regular Prospects (Standard Campaign)
387-1343,72,29,139.8,114,23.77,138.2,91,11.75,221.0,88,9.95,5.5,6,1.49,0,False,0.3553291673171148,1,Low,Standard Upgrade Package,16.83,LOW,Regular Prospects (Standard Campaign)
370-5527,23,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,True,0.7575365762883973,1,High,Emergency Retention Package,98.94,HIGH,At-Risk VIPs (Save Immediately)
393-8736,149,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,False,0.6066204197981998,1,High,Premium Support + Service Upgrade,43.15,HIGH,Problem Solvers (Fix Issues First)
402-7626,73,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,False,0.3577881100709307,1,Low,Standard Upgrade Package,22.41,LOW,Regular Prospects (Standard Campaign)
370-2688,61,0,260.0,123,44.2,210.5,127,17.89,234.7,70,10.56,9.0,3,2.43,1,True,0.7566471799245342,1,High,Emergency Retention Package,86.63,HIGH,At-Risk VIPs (Save Immediately)
418-9036,161,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,True,0.7545152692340472,1,High,Emergency Retention Package,58.93,HIGH,At-Risk VIPs (Save Immediately)
417-2035,73,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,False,0.35778803350339067,1,Low,Standard Upgrade Package,22.49,LOW,Regular Prospects (Standard Campaign)
355-3602,118,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,False,0.35539321230856846,1,Low,Standard Upgrade Package,16.14,LOW,Regular Prospects (Standard Campaign)
393-4027,23,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15.0,4,4.05,6,False,0.1,0,Low,Basic Service Review,0.61,MINIMAL,Low Priority (Minimal Contact)
418-5141,127,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
406-1247,42,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,False,0.7,1,Low,Starter Premium Features,30.39,MEDIUM,New Prospects (Gentle Approach)
402-3892,118,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,True,0.7581759959883988,1,High,Emergency Retention Package,99.46,HIGH,At-Risk VIPs (Save Immediately)
332-2965,45,0,159.8,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2,False,0.35513118784773934,1,Low,Standard Upgrade Package,17.05,LOW,Regular Prospects (Standard Campaign)
377-1218,50,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,False,0.65,1,Low,Starter Premium Features,41.26,MEDIUM,New Prospects (Gentle Approach)
355-2464,179,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,True,0.758819594349424,1,High,Emergency Retention Package,102.52,HIGH,At-Risk VIPs (Save Immediately)
404-4611,152,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,False,0.3548657262482965,1,Low,Standard Upgrade Package,14.38,LOW,Regular Prospects (Standard Campaign)
373-2339,105,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,False,0.3570859881679482,1,Low,Standard Upgrade Package,19.96,LOW,Regular Prospects (Standard Campaign)
410-3503,72,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,False,0.354882906661139,1,Low,Standard Upgrade Package,15.72,LOW,Regular Prospects (Standard Campaign)
410-4739,52,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1,False,0.3594942875728939,1,Low,Standard Upgrade Package,26.29,LOW,Regular Prospects (Standard Campaign)
365-3562,125,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,False,0.35741898930211086,1,Low,Standard Upgrade Package,20.65,LOW,Regular Prospects (Standard Campaign)
387-7641,143,0,110.1,113,18.72,169.0,59,14.37,166.7,94,7.5,9.2,2,2.48,1,False,0.35525159222075076,1,Low,Standard Upgrade Package,15.43,LOW,Regular Prospects (Standard Campaign)
385-9744,65,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,False,0.3554516785106462,1,Low,Standard Upgrade Package,17.16,LOW,Regular Prospects (Standard Campaign)
398-5006,80,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,False,0.35966721126839785,1,Low,Standard Upgrade Package,26.23,LOW,Regular Prospects (Standard Campaign)
408-3977,1,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,False,0.35482876526912355,1,Low,Standard Upgrade Package,17.08,LOW,Regular Prospects (Standard Campaign)
334-2729,60,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,False,0.3560638129013029,1,Low,Standard Upgrade Package,18.64,LOW,Regular Prospects (Standard Campaign)
334-7685,43,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,False,0.35267957268485045,1,Low,Standard Upgrade Package,11.66,LOW,Regular Prospects (Standard Campaign)
350-9228,143,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
407-5774,81,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
413-4039,205,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,False,0.3574882383994363,1,Low,Standard Upgrade Package,19.3,LOW,Regular Prospects (Standard Campaign)
