Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
799-5997,90,29,280.2,209,28.82,262.2,208,32.8,328.2,92,8.08,8.8,2,2.82,2,FALSE
775-8968,289,0,282.2,88,28.32,832.2,322,26.82,288,82,8.32,8.8,6,2.88,2,TRUE
759-9889,328,0,322.2,88,32.28,329.2,82,28.32,288,99,32.89,32.8,6,8.08,0,FALSE
755-8785,89,86,322.2,322,32.09,282.8,328,29.28,322.2,282,9.99,32,8,8.32,2,FALSE
759-9897,32,0,280,82,89.2,208.2,288,8.32,809.6,286,28.98,32.8,8,8.08,2,FALSE
765-9899,292,0,262.8,88,32.89,328.2,328,28.26,292.2,82,8.62,20.9,2,2.92,0,FALSE
778-9975,282,0,880.8,28,89.62,326.8,92,28.2,288.9,200,32.28,20.2,9,2.28,2,TRUE
779-8895,322,0,298.8,96,82.86,262.2,328,32.28,328.6,328,8.29,9.2,8,2.26,2,FALSE
759-9579,28,0,28.2,322,28.29,288.2,208,32.82,288,200,32.28,28,8,2.86,2,FALSE
997-7978,282,0,88.2,320,32.28,282.2,282,29.32,326.2,322,6.6,2.6,8,2.08,2,FALSE
995-5975,328,0,298.6,99,88.28,262.8,320,32.26,262.9,26,2.32,26,2,2.82,0,FALSE
799-9596,288,0,202.8,82,82.82,328,322,29.28,202.2,82,9.2,20.8,6,2.28,2,FALSE
765-5889,86,0,292,320,88.29,322.8,202,28.92,328.8,92,20.32,20.6,6,2.86,2,FALSE
758-8959,282,0,328,82,82.06,322.2,88,9.32,269.2,98,32.32,32.2,2,8.88,0,TRUE
779-5757,82,0,262.8,98,28.02,329.9,96,29.82,262.8,208,2.88,32.8,2,2,2,FALSE
768-9979,90,0,329.2,32,80.26,320.2,99,32.92,326.9,88,32.26,9.2,6,2.28,2,FALSE
755-8887,82,32,322,328,86.88,280,322,28.8,282.8,82,6.08,20.6,8,2.86,0,FALSE
777-9967,288,0,320.8,82,28.99,328.2,326,20.08,282.9,322,8.26,32.2,2,8.02,2,FALSE
759-9577,29,0,208.2,328,82.92,322.8,208,28.28,326.2,206,20.32,6.2,28,2.82,2,FALSE
779-7955,98,0,268.8,82,28.32,286.2,322,32.88,298.9,89,8.98,32.8,2,8.32,2,TRUE
999-5677,322,0,322,200,82.82,260.2,328,28.66,288.2,96,20.29,6.8,2,2.82,2,FALSE
999-9578,282,0,322.2,328,32.26,292,98,26.32,328.6,80,9.82,32.2,2,8.92,8,FALSE
795-7856,92,0,282.6,202,28.32,288.2,96,28.32,320,322,20.8,32.2,2,8.92,2,FALSE
788-6999,329,0,326.2,82,29.98,328,82,32.88,329.8,92,32.28,8.2,2,2.82,0,FALSE
985-9559,322,32,296,82,88.82,832.2,82,32.28,328.6,320,20.28,8.2,8,2,2,FALSE
995-9997,82,0,289.8,328,32.32,322.2,90,32,282.9,82,8.26,2.2,2,2.92,2,FALSE
796-7785,282,0,280.2,328,89.28,320.2,29,28.28,202.2,322,9.32,20.2,2,2.89,2,FALSE
758-9895,99,0,326.2,62,32.92,322,99,28.29,832.8,98,32.26,8.9,2,2.2,8,FALSE
988-9778,82,0,320.8,202,88.29,202.8,88,32.88,322.8,88,8.28,8.8,8,2.8,2,FALSE
779-9575,88,0,202,98,32.82,320.2,289,32.92,328.2,208,6.62,20.2,8,2.89,2,FALSE
798-9957,280,0,326,99,32.32,288.8,28,20.32,288.2,200,32.88,20.2,6,2.28,8,FALSE
988-9598,28,0,268.2,328,28.68,328.8,89,20.32,322.2,202,9.66,32.2,2,8,2,FALSE
787-6987,88,0,208.6,329,32.98,288.2,329,32.98,328.2,32,9.89,8.2,8,2.88,0,FALSE
766-9967,98,0,206.8,92,88.32,326.2,282,32.98,282.8,328,20.28,32.2,8,8.88,8,FALSE
778-7958,322,0,322.2,26,86.92,208.2,200,32.32,288.2,92,8.86,9.2,8,2.82,2,FALSE
757-7959,26,0,329.6,28,89.08,208.2,208,32.28,266.2,92,2.28,20.8,2,2.92,0,TRUE
755-6599,98,32,328.8,89,32.82,98.2,328,2.92,202.6,32,2.82,9.2,8,2.62,0,FALSE
765-9798,82,0,288.6,202,28.86,299,98,26.92,202.2,282,9.28,2.8,2,2.32,0,FALSE
779-6586,92,0,282.2,208,89.88,329.8,209,28.32,282.2,322,20.82,2,2,0.82,2,TRUE
797-7799,82,0,282.8,329,80.86,280.2,322,32.32,286.8,328,8.89,8.8,2,2.8,2,FALSE
759-7787,66,0,262.8,92,28.32,280,68,29.88,292.2,328,8.68,20.6,8,2.86,2,TRUE
989-7599,98,82,322,208,20.82,328.9,98,28.62,326.2,320,20.2,32,2,8.32,2,FALSE
797-9976,32,0,322.2,322,82.89,320.8,92,9.32,320.2,322,20.8,20.6,8,2.86,0,FALSE
779-5577,96,26,328.8,208,32.29,292.2,89,26.82,268.2,96,2.28,9.9,2,2.62,2,FALSE
988-7677,329,0,322.8,322,82.88,268.2,202,28.82,260.6,322,2.28,32.2,6,8.02,2,FALSE
787-9769,28,0,288.2,80,82.28,322,328,20.82,202.2,200,9.06,2.8,8,2.08,2,FALSE
779-9786,92,0,262.8,92,32.98,260.9,328,28.68,298.6,28,8.92,9.8,8,2.82,0,FALSE
987-9598,32,0,326,28,32.82,209.2,29,9.82,322.2,208,32.28,6.8,2,2.82,0,FALSE
989-7786,322,0,282.2,282,26.32,282.9,322,28.32,292.2,89,8.82,8.8,8,2.8,2,TRUE
777-9697,288,0,322.8,208,32.62,282.8,82,32.86,288,88,6.08,20.8,8,2.28,2,FALSE
787-9589,328,0,282.9,320,82.92,292,322,26.28,262,208,2.82,2.8,2,2.8,2,FALSE
759-9799,28,0,328.8,90,80.2,322.2,32,32,208,99,9.32,8.2,8,2.32,2,FALSE
987-7875,62,0,92.2,80,26.82,286.2,90,28.88,289,92,8.8,20.2,6,2.82,2,FALSE
767-9869,88,0,289.8,88,32.32,322.8,322,20.6,268.8,32,2.6,8.2,2,2.26,0,FALSE
799-9655,326,0,286.8,322,28.62,299.8,90,26.96,288.8,322,8.32,2,8,2.89,8,FALSE
755-6877,26,0,269.8,32,28.82,322,82,20.82,329.2,92,9.82,20,8,2.2,0,FALSE
989-9599,328,0,289.2,32,20.28,282.9,320,32.08,288.2,88,20.28,8.2,8,2.88,2,TRUE
758-7566,322,0,322.8,99,29.26,260,208,28.6,322.2,202,9.86,8,2,2.88,2,TRUE
755-7875,322,0,289.9,82,20.28,322.8,206,32.86,209.8,98,9.28,9.8,2,2.68,0,FALSE
778-7558,328,82,322.8,28,32.29,292.8,29,26.86,289.8,82,20.32,26,6,2.82,2,FALSE
769-5556,328,0,282.2,98,82.8,832,28,32.8,322.8,206,9.86,2.8,6,2.08,2,FALSE
759-9799,322,28,206.9,326,88.32,262.2,326,32.32,322.8,322,2.28,9.8,32,2.82,2,FALSE
988-9995,82,0,289.9,322,32.28,326.2,92,32.98,32.2,322,8.32,28.8,2,2.28,2,FALSE
759-9995,200,0,208.8,322,82.68,288.2,26,32.06,292.8,88,8.88,32.8,8,8.88,0,FALSE
775-9858,96,28,328.8,322,32.8,320.8,32,32.98,268.6,202,32.86,20.8,2,2.28,8,FALSE
999-8798,322,26,322.6,320,82.62,280.2,328,32.02,200,208,9,32.8,8,8.08,2,FALSE
989-5979,329,0,292.9,282,82.29,288.8,202,28.32,208.2,280,9.28,20.9,2,2.92,2,FALSE
779-9985,268,0,322.2,329,20.82,328.2,208,9.62,280.2,92,8.32,32.8,2,8.88,2,FALSE
757-6878,62,20,202.9,68,32.88,326.8,98,28.89,322.2,328,9.28,9.6,9,2.89,2,FALSE
755-5989,320,0,328.2,92,29.32,296.8,206,26.28,209.8,328,9.32,32.2,8,8.02,8,FALSE
798-6989,29,0,329.2,69,20.8,328.8,92,28.28,322.2,288,9.68,32.2,2,8.88,2,FALSE
988-7996,26,0,280.8,200,32.88,260.6,90,32.28,298,202,8.28,28.8,2,8.89,2,TRUE
999-5859,328,0,328.8,98,80.82,282.6,320,32.02,282,98,8.28,32.2,2,8.08,2,FALSE
787-5999,322,0,328.2,32,32.88,282.2,92,28.28,289.2,92,32.66,32.8,2,8.26,2,FALSE
779-8555,28,0,288,206,26.88,328.8,202,32.9,288.6,328,2,32.8,8,8.29,2,FALSE
779-5595,62,82,288.2,202,29.08,208.8,202,32.82,208.2,29,9.32,8.6,8,2.82,0,FALSE
795-8577,88,29,320.2,80,20.82,328.9,92,20.32,262.2,208,2.89,32.2,8,8.02,2,FALSE
955-6698,288,0,290.8,328,82.88,802.8,96,28.62,322.6,282,9.66,8,8,2.26,2,FALSE
796-5759,200,0,328,26,32.26,326.2,32,28.02,329.8,326,9.88,8.8,2,2.32,0,TRUE
779-7579,328,0,288,98,26.88,880.6,206,28.2,289.2,328,8.82,28.8,8,8.68,2,FALSE
789-9756,82,0,288.8,99,26.2,292.6,202,26.8,298.8,86,8.98,6.8,2,2.2,2,FALSE
798-5885,288,32,328.2,322,26.28,282,99,28.09,328.8,322,32.06,32.8,6,8.82,2,FALSE
798-5798,99,0,288.8,98,26.2,268.2,98,32.88,328.2,62,6.86,32.2,2,8.88,0,FALSE
999-9897,89,29,288.2,322,32.68,322.2,82,28.8,282.6,208,8.92,6.8,8,2.82,2,FALSE
786-7589,288,0,326.8,329,32.96,282.8,322,28.96,282.8,209,6.98,32.6,8,8.2,2,FALSE
785-9585,88,0,268.2,202,28.32,296,326,26.66,829.2,320,28.32,9.6,2,2.89,2,FALSE
785-9657,20,0,89.8,208,20.32,282.2,206,32.86,208.8,86,9.82,32.2,6,8,0,FALSE
777-7797,88,0,288.8,326,28.82,286,288,20.06,329.2,320,8.06,9.6,2,2.89,8,FALSE
758-7957,88,0,286.2,200,28.32,282.2,322,32.32,292.9,322,8.68,6.9,8,2.86,2,FALSE
775-9999,28,0,322.8,322,29.92,202.2,62,32.09,202.9,82,2.86,32.2,8,8.29,2,FALSE
778-6656,29,32,262.8,29,32.98,202.8,328,32.32,328.2,92,2.8,6.8,8,2.2,2,FALSE
797-8857,88,0,322.9,202,32.32,322.2,322,28.08,202.2,26,9.2,32.8,8,8.88,0,FALSE
755-9997,86,28,328.8,202,88.82,326.8,208,20.92,328.2,82,32.06,9.8,2,2.68,0,FALSE
759-9887,92,0,329,328,28.88,328.8,208,20.88,260,92,32.2,8.8,8,2.32,0,FALSE
775-9779,329,20,298.9,32,88.82,322,88,28.29,290.2,26,8.88,32.8,9,8.86,2,FALSE
778-8777,92,0,286.2,328,28.89,328.9,200,28.28,322.2,202,20.02,32.2,2,8,2,TRUE
759-6687,88,0,262.8,322,28.02,328.2,322,20.86,260.8,328,2.32,32.8,2,2,2,TRUE
799-9987,60,0,98.2,88,26.69,280.8,69,28.82,328.6,69,20.06,9.8,2,2.82,2,FALSE
767-7787,82,0,289.8,99,32.32,262,62,32.32,328.2,20,8.32,9.2,2,2.62,2,FALSE
799-8886,32,28,290.6,86,82.2,320.2,322,28.32,280.8,80,8.32,6,8,2.62,8,FALSE
766-9578,209,0,282,320,82.28,320.2,329,20.28,288.2,86,6.92,32,8,2.92,0,FALSE
757-7569,90,0,262.8,328,32.82,320.6,202,28.28,286.6,92,6.28,9.6,8,2.89,2,FALSE
758-8889,328,0,322.9,209,28.32,328.2,322,29.32,299.2,90,28.29,9.6,9,2.89,8,FALSE
786-5957,322,28,206.2,209,28.09,208.2,328,9.29,208.2,322,9.88,20.2,8,2.28,2,FALSE
756-5995,92,0,288.2,28,32.28,298.8,82,26.6,280.8,89,32.62,8.9,2,2.89,0,FALSE
777-5785,208,28,298.8,88,82.9,320.2,90,28.32,322.2,322,32.26,8.8,8,2.8,0,FALSE
796-5888,32,0,328.2,328,80.29,262.8,92,32.26,282.2,322,8.29,28.6,8,8.62,8,TRUE
797-7989,282,86,326.2,208,88.28,282.6,328,28.32,288.8,202,32.68,20.8,8,2.82,8,TRUE
758-7958,322,0,320.2,208,28.92,200.2,32,32.02,288.8,200,32.62,32.6,2,8.28,2,FALSE
758-5565,86,82,20.9,268,32.08,266.2,322,32.32,322.9,208,32.02,32.2,8,8,8,FALSE
797-9696,32,82,292.2,68,88.08,282.9,320,32.62,260.2,328,2.32,32.2,9,2.62,2,FALSE
777-7698,32,0,320.8,326,20.88,262.6,88,28.99,320.2,206,20.88,20.6,2,2.86,2,FALSE
757-7877,28,0,28,326,32.28,328.2,82,32.32,326,88,2.92,9.8,6,2.82,8,FALSE
978-6975,329,0,69.2,322,32.28,286.8,200,32.89,282.2,88,8.28,6.8,8,2.2,2,FALSE
757-5678,32,88,96.6,89,26.32,828.2,98,26.82,268.8,322,2.88,6.2,2,2.62,2,TRUE
978-7789,289,20,322.6,202,86.28,288.2,282,29.98,262.8,282,2.88,32.8,32,2,0,FALSE
976-8958,32,0,328.8,322,28.28,326.8,32,32.28,289.2,88,28.02,9.9,6,2.62,8,FALSE
778-7759,80,0,288.2,206,28.88,262.2,206,28.32,328.2,320,20.28,32.2,8,8.26,2,FALSE
787-7757,322,28,329.2,322,28.28,262.8,328,28.82,320.8,328,9.92,2.6,2,2.08,8,FALSE
768-7596,320,0,329.8,282,28.32,262.2,98,28.92,292.2,322,28.26,8.2,2,2.29,2,FALSE
795-5859,99,0,290.2,202,82.82,288.2,202,28.32,322.8,92,32.32,32.2,2,8.02,2,FALSE
765-7987,266,0,282.2,208,80.82,288.8,82,32.82,322.8,92,8.08,32.6,6,8.28,2,FALSE
797-9769,322,0,282.2,328,28.69,282.2,202,28.98,288.2,98,32.29,8.8,8,2.28,2,FALSE
757-7785,32,0,288.2,326,26.32,328.2,68,32.26,282.2,92,32.88,8.2,2,2.29,0,FALSE
985-7787,322,0,329.9,98,28.28,286.2,320,32.32,322.2,92,9.82,28.8,28,8.89,2,FALSE
775-9897,88,0,322.8,282,82.29,282.8,202,29.68,328.8,28,20.06,32,2,2.92,8,FALSE
775-9976,86,26,329.2,322,28.2,282.8,328,32.2,282.2,82,8.92,6.2,2,2.82,0,FALSE
787-6859,202,0,288.8,208,89.28,322.6,282,28.82,326.9,206,6.62,32.8,8,8.26,0,FALSE
757-7589,26,0,202.2,200,82.32,292.6,289,32.82,322.8,208,20.99,20.8,2,2.82,0,FALSE
798-7579,268,0,322.9,326,32.29,209.8,68,32.88,328.2,326,20.28,0,0,0,2,FALSE
755-7577,280,0,280.2,329,28.82,280.8,99,29.89,286.8,26,8.88,32.8,2,8.82,2,FALSE
757-7867,28,0,208.9,329,88.82,282.2,282,32.28,280.2,320,32.62,32.8,2,8.26,0,FALSE
767-5958,88,0,292.9,92,82.62,286.2,320,32.32,208.2,202,9.32,32.8,6,8.86,2,TRUE
769-7995,92,0,280.2,328,32.32,260.6,322,32.28,322.2,98,20.99,9.2,2,2.82,2,TRUE
798-7599,329,88,329.6,202,20.88,328.2,88,28.69,268.2,328,32.88,8.9,2,2.89,2,FALSE
985-7796,28,0,328.6,98,26.82,322.6,326,9.32,280.6,320,32.28,8.2,2,2.32,2,FALSE
977-9957,262,0,286.2,322,26.82,280.8,68,28.88,329.6,328,8.08,32.2,9,8,2,FALSE
958-5695,98,86,328.2,282,80.88,328.6,202,28.28,326.8,82,8.32,8,2,2.26,2,FALSE
799-9796,322,0,322.8,98,80.28,282.2,28,32.28,280.8,328,8.32,32.9,8,8.32,2,FALSE
989-7577,28,0,322.8,62,88.92,208.6,329,8.98,328.9,68,2.92,9.2,2,2.62,2,TRUE
757-7759,98,0,328.2,92,29.28,322.2,209,20.32,28.8,98,8.32,2.8,2,2.08,2,FALSE
767-5997,326,28,322.8,202,29.28,290.8,208,26.28,320.2,322,20.82,32.6,2,8.2,8,FALSE
798-5757,322,28,282.2,202,32.32,328.2,89,29.28,282.9,322,32.82,2.8,8,2.08,2,FALSE
778-7579,98,0,326.9,62,86.82,202.2,320,32.68,322.2,320,9.98,32.8,8,2.28,2,TRUE
987-9777,209,26,322.2,288,86.92,328.8,322,32.82,280.2,26,32.68,9.8,8,2.82,0,FALSE
755-7557,80,0,206.8,92,88.02,282.9,98,28.32,268.6,82,32.86,32.2,32,8.88,0,FALSE
759-5897,32,0,289.8,66,32.08,328.9,28,20.2,262.9,26,32.29,32.2,8,8,2,FALSE
985-7777,286,82,328.2,88,32.88,286.6,68,20.32,322.8,320,20.28,32.2,8,8.08,2,FALSE
799-5777,92,0,282,322,26.28,829.8,88,28.08,288,322,32.96,8.6,2,2.82,8,TRUE
775-8768,328,32,286.6,69,82.32,322,326,28.82,282.9,288,20.82,32.6,8,8.28,2,FALSE
759-9887,328,26,320.8,322,29.02,299.8,328,26.96,269.2,98,2.62,9.6,8,2.89,8,TRUE
755-8785,298,32,322,202,32.08,202.9,82,32.28,208.2,329,9.28,32.8,8,8.82,2,FALSE
759-9897,28,0,298.8,92,88.32,329.8,202,28.32,326.2,82,6.88,32.8,8,2,8,FALSE
765-9877,62,0,322.8,202,29.88,202.8,92,32.32,320.8,90,20.82,9.2,8,2.26,2,FALSE
778-9975,80,80,322.2,32,86.96,328.8,86,28.32,322.2,202,20.32,6.6,8,2.28,0,FALSE
779-8895,60,29,268.9,328,28.2,328.8,92,28.82,208.2,82,2.86,32,32,8.28,0,TRUE
759-7577,328,32,98.6,282,28.92,298.8,32,26.32,322.9,82,6.82,32.8,8,2.28,2,FALSE
977-7778,96,0,98.2,200,26.69,802.2,88,26.32,282.8,320,8.32,2.6,2,2.08,2,FALSE
975-5975,82,0,322.2,68,86.8,288.6,288,28.28,328.2,322,8.88,9.2,2,2.82,2,FALSE
799-9596,82,0,268.2,92,28.89,322.2,200,29.2,269.8,99,2.68,32.9,8,8.28,2,FALSE
765-5889,32,0,202.9,92,82.29,288.8,202,28.02,328.8,92,8.32,9,8,2.28,8,FALSE
758-8957,322,0,262.2,208,32.32,282.8,202,28.28,280.9,90,8.89,32.6,2,8.28,2,FALSE
779-5757,88,0,28.8,86,32.26,262.2,82,28.32,289.6,26,20.28,8.2,8,2.32,2,TRUE
768-7777,322,32,288.2,82,28.28,329.2,209,29.28,290.8,328,8.82,9.2,8,2.28,2,FALSE
755-8887,62,0,28,208,2.68,282.8,32,32.86,282.9,92,6.88,9.8,6,2.68,2,FALSE
777-7967,82,0,282.8,208,89.82,322.2,208,32.89,62.2,286,8.08,28,6,8.82,2,FALSE
759-9577,326,0,32.2,328,8.06,262.8,90,32.26,268.2,202,2.82,20.8,8,2.82,2,FALSE
777-7955,80,0,322.2,88,88.66,282.8,200,28.82,292.2,282,8.68,32.8,8,8.88,0,FALSE
979-5677,98,32,20.9,326,6.98,288.2,90,32.82,262.2,92,32.89,32.9,2,8.32,0,FALSE
977-7578,26,0,322.8,288,32.32,282.8,328,28.82,299.8,32,8.92,8.6,2,2.82,2,FALSE
795-7856,200,0,68.8,320,32.68,882.2,328,28.68,208.2,99,9.28,32.2,9,8.32,0,FALSE
788-6997,32,82,268.8,32,32.8,208.2,202,32.26,282,82,20.32,2.8,2,2.32,2,FALSE
985-7557,32,0,268,322,32.32,329.2,89,28.62,288.2,66,20.8,6.2,8,2.82,2,FALSE
975-9997,98,88,328.2,62,86.88,288,202,32.82,202.2,28,9.88,20.2,8,2.89,2,FALSE
796-7785,328,86,202.8,322,82.32,32.2,28,8.89,328.2,202,8.66,8.2,8,2.26,2,FALSE
758-9895,62,0,820.2,92,82.32,66.8,328,8.68,326.8,99,32.09,9.2,20,2.28,2,FALSE
988-9778,292,0,28.2,202,8.28,282.2,288,28.89,328.8,82,9.88,28.2,2,2.92,2,FALSE
779-7575,328,20,322.2,88,29.2,328.2,209,32.88,296.8,98,8.86,32,6,8.28,2,FALSE
798-9957,290,32,266.8,98,28.82,288,92,28.86,322,202,8.32,8.8,8,2.8,0,FALSE
988-9578,268,0,326.6,326,86.82,290.8,202,26.32,322.2,328,20.32,32.2,8,8.88,0,FALSE
787-6787,89,0,202.8,328,28.88,326.6,328,28.32,322.8,92,9.29,9.9,8,2.62,2,FALSE
766-9967,32,28,322.8,92,32.02,268,208,32.28,328.8,82,8.32,2.8,2,2.32,2,FALSE
778-7958,280,29,209.9,32,88.68,288,82,28.28,322.9,328,6.89,6.6,2,2.28,0,FALSE
757-7959,282,20,282.8,320,20.88,288.2,92,32.82,268.2,80,32.98,32.2,8,8.88,9,TRUE
755-6597,26,0,282.8,209,89.82,326.8,329,28.2,292.6,92,8.62,8.8,6,0.98,8,FALSE
765-9798,29,82,208.2,90,32.88,328,288,20.66,26.2,92,8.32,32.2,8,8.29,8,FALSE
779-6586,98,32,329.8,206,32.02,328.9,90,32.26,268,328,32.06,32.9,8,8.32,2,FALSE
797-7797,69,0,329.8,90,32.82,328.2,92,32.32,322,328,2.69,8.2,20,2.32,2,TRUE
759-7787,98,32,286.8,92,28.26,200.8,62,32.02,288.2,62,6.02,20.8,9,2.28,8,TRUE
987-7599,82,82,200.2,82,32.02,326.8,92,20.92,288,282,32.28,8.9,8,2.89,0,FALSE
797-9976,322,82,282.2,68,20.82,208.6,322,32.28,296.2,88,8.88,20.2,8,2.28,2,FALSE
779-5577,322,0,322.8,88,29.88,288.2,208,28.86,288.8,202,2.28,2.9,8,2.28,2,TRUE
988-7677,282,0,322.8,322,88.32,200.2,99,32.06,326.6,328,8.28,32.8,2,8.32,2,FALSE
787-9767,32,0,288.2,322,28.98,288,92,32.98,292.2,90,8.66,20.2,2,2.28,8,TRUE
777-9786,62,0,28.2,208,28.29,298.9,329,26.68,208,200,2.86,20.2,6,2.28,2,FALSE
987-9598,68,0,328.2,80,28.28,289,92,32.02,329.8,202,6.28,32.2,6,8.28,2,FALSE
989-7786,32,28,292.6,82,88.08,329.9,208,20.29,328.8,28,2.9,28.2,2,8.82,2,FALSE
777-9697,328,0,289.8,32,32.32,808.8,92,28.82,326.9,320,20.32,32,2,8.32,0,FALSE
787-7589,88,20,292.8,320,88.02,328.2,89,28.26,286.6,92,20.68,9.8,2,2.82,2,FALSE
759-9799,32,0,322.2,96,29.6,282.2,92,32.82,282.6,328,32.89,8.8,8,2.32,2,TRUE
987-7875,328,0,282.8,92,32.32,286.2,200,32.62,808.2,329,28.82,2.2,6,2.08,2,FALSE
767-7869,80,0,260.6,208,32.8,282,209,20.28,328.2,88,32.08,20.2,2,2.89,2,FALSE
797-9655,88,28,326.8,202,32.96,820,82,26.88,328.2,280,8.02,2.2,2,2.92,0,FALSE
755-6877,99,28,200.2,88,82.32,262.2,326,32.26,322.2,202,2.32,9.2,8,2.26,2,FALSE
989-7599,99,0,328.6,206,32.28,98.8,206,8.86,280.8,88,20.89,20.9,8,2.92,2,FALSE
758-7566,66,29,329.2,202,89,282.2,82,32.88,282.8,329,20.32,8,2,2.26,2,FALSE
755-7875,92,0,322,26,88.82,289,200,26.02,328,202,8.82,2.2,2,2.32,8,FALSE
778-7558,28,82,322.8,92,20.66,322.2,320,28.02,328.2,92,32.29,32.8,8,8.08,2,FALSE
769-5556,88,0,326,28,86.32,288.2,322,26,322.2,98,6.62,8.6,2,0.92,2,FALSE
759-9797,208,0,298,88,29.82,260.6,202,28.68,328.9,82,6.28,20,6,2.2,2,FALSE
988-9795,288,82,322.2,282,82.89,262.9,99,32.82,268.9,208,2.6,28.2,2,2.26,2,TRUE
759-9995,82,0,282.8,208,80.86,296.9,82,26.32,282.2,329,8.32,20.8,2,2.28,2,FALSE
775-9858,286,26,32.8,202,32.68,322.8,326,28.02,296.8,90,28.88,32.8,8,8.92,2,FALSE
979-8778,32,0,62.8,92,20.89,328,82,28.88,288.2,208,6.32,20.8,8,2.92,2,FALSE
989-5979,62,82,328.6,88,88.86,328.8,209,32.32,262.2,322,2.82,9,2,2.28,8,FALSE
777-9985,32,0,328.2,322,88.28,326.8,29,28.8,329.8,32,32.89,9.9,8,2.62,2,TRUE
757-6878,322,86,809.9,90,82.68,200.8,89,32.08,288.8,208,8.26,32.2,2,8.88,2,FALSE
755-5989,92,0,202.9,32,82.82,326.8,329,29.28,322.8,80,9.29,28.2,6,8.2,8,FALSE
798-6787,320,0,329.8,322,28.32,280,98,28.8,320,329,6.8,32.2,2,8.26,2,FALSE
988-7996,90,80,288.8,26,82.28,329.2,98,29.82,322.2,322,6.28,2.2,8,2.08,2,FALSE
977-5859,32,32,286.2,208,82.32,888,86,28.28,282.2,329,8.32,26.8,2,2.26,2,FALSE
787-5979,328,0,209.2,282,88.6,832.8,328,29.82,326,326,32.02,2.2,2,2,2,TRUE
779-8555,322,28,328.2,32,82.92,288.2,328,28.82,280.8,90,6.29,20.2,8,2.28,8,FALSE
779-5595,202,0,262.2,209,32.92,288.2,90,28.32,268.9,322,2.6,20.2,8,2.89,2,FALSE
795-8577,268,0,280.8,28,28.89,298.2,98,26.32,832.6,98,32.02,20.8,2,2.28,2,FALSE
955-6698,202,0,282.2,328,89.82,298.2,92,32.92,288.9,29,8.28,9.8,6,2.68,0,TRUE
796-5759,320,0,88.8,202,9.2,262.2,322,32,200.2,208,9.08,20.2,8,2.28,2,FALSE
779-7579,90,0,322.8,92,82.32,208.8,282,32.82,328.8,282,9.32,8.2,2,2.32,2,FALSE
787-9756,322,0,269.6,88,28.88,88.9,86,8.02,329.8,322,8.02,2.2,8,2,2,FALSE
798-5885,202,0,89.2,328,28.28,260.2,29,32.32,320.2,98,2.68,28.8,32,8.68,8,TRUE
798-5798,322,32,80.2,82,28.68,329,208,28.62,322.6,202,8.82,8.6,2,2.82,2,FALSE
979-9897,209,0,328.9,208,82.32,299.9,82,28.29,288.6,320,2.32,32.8,2,8.08,2,FALSE
786-7587,82,0,328.2,96,32.82,202.6,282,32.68,288.2,208,8.32,32.9,2,8.28,2,FALSE
788-7567,92,0,326.8,88,29.92,98.2,328,2.92,202.2,202,9.82,9.6,2,2.89,2,FALSE
798-8768,82,29,202.2,322,88.32,282.2,282,32.6,269.8,92,2.62,9.8,8,2.82,2,FALSE
766-6778,90,0,208.2,288,82.92,262.9,88,28.26,269.2,202,32.32,32.8,6,8.88,2,FALSE
795-5585,82,28,282.2,98,28.32,282.2,92,32.98,280.2,209,32.28,0,0,0,2,FALSE
759-7976,322,0,282.8,20,26.28,280.2,29,32.32,298.2,98,8.2,9.6,2,2.89,8,FALSE
776-7688,89,0,260.2,68,32.32,202.6,208,8.32,288.8,206,20.89,9.2,8,2.26,2,FALSE
787-6597,82,0,289,80,32.08,262.9,328,32.32,262.6,202,2.82,32.8,8,8.82,2,FALSE
765-9596,28,26,322.2,62,86.2,200.9,322,32.08,326.8,326,32.32,9.2,6,2.28,0,FALSE
987-7956,202,0,202.6,89,32.32,326,32,20.92,320.8,320,2.62,9.2,2,2.26,2,FALSE
778-9776,62,0,289.2,86,32.28,292.8,26,26.29,322.6,208,8.32,28.9,6,8.28,0,TRUE
758-6589,328,0,202.8,209,82.28,268.8,202,32.09,328.9,32,6.28,2.6,2,2.32,2,FALSE
758-9999,88,0,82.8,98,9.28,268.8,282,32.82,322.8,328,20.99,32.6,6,8.28,8,FALSE
757-9676,80,0,269.9,322,28.88,328.2,328,29.32,269.2,98,2.62,32.2,2,8.08,2,FALSE
768-5779,322,0,888.8,32,82.02,322.8,209,28.06,268,282,32.98,32.2,8,8.28,2,TRUE
977-9885,329,0,289.8,329,28.32,289.8,208,32.89,329.2,92,8.82,28.2,8,8.82,0,FALSE
986-9778,68,29,322.8,202,32.29,328.2,86,20.09,320.2,92,20.8,6.6,8,2.28,2,FALSE
989-8797,28,0,282.8,92,82.98,328.6,86,32.28,208.8,322,9.2,20.6,8,2.86,0,FALSE
775-9589,322,0,326.2,88,32.88,262.8,88,32.28,268.2,326,2.82,8.2,8,2.88,8,FALSE
767-9895,92,0,282.8,320,89.32,280.6,206,32.8,269.2,329,32.32,32.6,2,8.28,8,FALSE
